,名称,类型,数据来源,频率,源数据映射,是否默认获取,type
884,curr_type,object,fina_mainbz,NA,,True,stock
885,ts_code,object,disclosure_date,NA,,True,stock
886,ann_date,object,disclosure_date,NA,,True,stock
887,end_date,object,disclosure_date,NA,,True,stock
888,pre_date,object,disclosure_date,NA,,True,stock
889,actual_date,object,disclosure_date,NA,,True,stock
890,modify_date,object,disclosure_date,NA,,False,stock
891,trade_date,object,margin,NA,,True,stock
892,exchange_id,object,margin,NA,,True,stock
893,rzye,float64,margin,NA,,True,stock
894,rzmre,float64,margin,NA,,True,stock
895,rzche,float64,margin,NA,,True,stock
896,rqye,float64,margin,NA,,True,stock
897,rqmcl,float64,margin,NA,,True,stock
898,rzrqye,float64,margin,NA,,True,stock
899,rqyl,object,margin,NA,,True,stock
900,trade_date,object,margin_detail,NA,,True,stock
901,ts_code,object,margin_detail,NA,,True,stock
902,rzye,float64,margin_detail,NA,,True,stock
903,rqye,float64,margin_detail,NA,,True,stock
904,rzmre,float64,margin_detail,NA,,True,stock
905,rqyl,float64,margin_detail,NA,,True,stock
906,rzche,float64,margin_detail,NA,,True,stock
907,rqchl,float64,margin_detail,NA,,True,stock
908,rqmcl,float64,margin_detail,NA,,True,stock
909,rzrqye,float64,margin_detail,NA,,True,stock
910,ts_code,object,margin_target,NA,,True,stock
911,mg_type,object,margin_target,NA,,True,stock
912,is_new,object,margin_target,NA,,True,stock
913,in_date,object,margin_target,NA,,True,stock
914,out_date,object,margin_target,NA,,True,stock
915,ann_date,object,margin_target,NA,,True,stock
916,ts_code,object,top10_holders,NA,,True,stock
917,ann_date,object,top10_holders,NA,,True,stock
918,end_date,object,top10_holders,NA,,True,stock
919,holder_name,object,top10_holders,NA,,True,stock
920,hold_amount,float64,top10_holders,NA,,True,stock
921,hold_ratio,float64,top10_holders,NA,,True,stock
922,hold_float_ratio,float64,top10_holders,NA,,True,stock
923,hold_change,float64,top10_holders,NA,,True,stock
924,holder_type,object,top10_holders,NA,,True,stock
925,ts_code,object,top10_floatholders,NA,,True,stock
926,ann_date,object,top10_floatholders,NA,,True,stock
927,end_date,object,top10_floatholders,NA,,True,stock
928,holder_name,object,top10_floatholders,NA,,True,stock
929,hold_amount,float64,top10_floatholders,NA,,True,stock
930,hold_ratio,float64,top10_floatholders,NA,,True,stock
931,hold_float_ratio,float64,top10_floatholders,NA,,True,stock
932,hold_change,float64,top10_floatholders,NA,,True,stock
933,holder_type,object,top10_floatholders,NA,,True,stock
934,code,object,top_list,NA,,True,stock
935,name,object,top_list,NA,,True,stock
936,pchange,object,top_list,NA,,True,stock
937,amount,object,top_list,NA,,True,stock
938,buy,object,top_list,NA,,True,stock
939,sell,object,top_list,NA,,True,stock
940,reason,object,top_list,NA,,True,stock
941,bratio,object,top_list,NA,,True,stock
942,sratio,object,top_list,NA,,True,stock
943,date,object,top_list,NA,,True,stock
944,trade_date,object,top_inst,NA,,True,stock
945,ts_code,object,top_inst,NA,,True,stock
946,exalter,object,top_inst,NA,,True,stock
947,buy,float64,top_inst,NA,,True,stock
948,buy_rate,float64,top_inst,NA,,True,stock
949,sell,float64,top_inst,NA,,True,stock
950,sell_rate,float64,top_inst,NA,,True,stock
951,net_buy,float64,top_inst,NA,,True,stock
952,side,object,top_inst,NA,,True,stock
953,reason,object,top_inst,NA,,True,stock
954,ts_code,object,pledge_stat,NA,,True,stock
955,end_date,object,pledge_stat,NA,,True,stock
956,pledge_count,int64,pledge_stat,NA,,True,stock
957,unrest_pledge,float64,pledge_stat,NA,,True,stock
958,rest_pledge,float64,pledge_stat,NA,,True,stock
959,total_share,float64,pledge_stat,NA,,True,stock
960,pledge_ratio,float64,pledge_stat,NA,,True,stock
961,ts_code,object,pledge_detail,NA,,True,stock
962,ann_date,object,pledge_detail,NA,,True,stock
963,holder_name,object,pledge_detail,NA,,True,stock
964,pledge_amount,object,pledge_detail,NA,,True,stock
965,start_date,object,pledge_detail,NA,,True,stock
966,end_date,object,pledge_detail,NA,,True,stock
967,is_release,object,pledge_detail,NA,,True,stock
968,release_date,object,pledge_detail,NA,,True,stock
969,pledgor,object,pledge_detail,NA,,True,stock
970,holding_amount,object,pledge_detail,NA,,True,stock
971,pledged_amount,object,pledge_detail,NA,,True,stock
972,p_total_ratio,object,pledge_detail,NA,,True,stock
973,h_total_ratio,object,pledge_detail,NA,,True,stock
974,is_buyback,object,pledge_detail,NA,,True,stock
975,ts_code,object,repurchase,NA,,True,stock
976,ann_date,object,repurchase,NA,,True,stock
977,end_date,object,repurchase,NA,,True,stock
978,proc,object,repurchase,NA,,True,stock
979,exp_date,object,repurchase,NA,,True,stock
980,vol,object,repurchase,NA,,True,stock
981,amount,object,repurchase,NA,,True,stock
982,high_limit,object,repurchase,NA,,True,stock
983,low_limit,object,repurchase,NA,,True,stock
984,code,object,concept,NA,,True,stock
985,name,object,concept,NA,,True,stock
986,src,object,concept,NA,,True,stock
987,id,object,concept_detail,NA,,True,stock
988,concept_name,object,concept_detail,NA,,True,stock
989,ts_code,object,concept_detail,NA,,True,stock
990,name,object,concept_detail,NA,,True,stock
991,in_date,object,concept_detail,NA,,False,stock
992,out_date,object,concept_detail,NA,,False,stock
993,ts_code,object,share_float,NA,,True,stock
994,ann_date,object,share_float,NA,,True,stock
995,float_date,object,share_float,NA,,True,stock
996,float_share,float64,share_float,NA,,True,stock
997,float_ratio,float64,share_float,NA,,True,stock
998,holder_name,object,share_float,NA,,True,stock
999,share_type,object,share_float,NA,,True,stock
1000,ts_code,object,block_trade,NA,,True,stock
1001,trade_date,object,block_trade,NA,,True,stock
1002,price,float64,block_trade,NA,,True,stock
1003,vol,float64,block_trade,NA,,True,stock
1004,amount,float64,block_trade,NA,,True,stock
1005,buyer,object,block_trade,NA,,True,stock
1006,seller,object,block_trade,NA,,True,stock
1007,ts_code,object,stk_holdernumber,NA,,True,stock
1008,ann_date,object,stk_holdernumber,NA,,True,stock
1009,end_date,object,stk_holdernumber,NA,,True,stock
1010,holder_num,int64,stk_holdernumber,NA,,True,stock
1011,ts_code,object,stk_holdertrade,NA,,True,stock
1012,ann_date,object,stk_holdertrade,NA,,True,stock
1013,holder_name,object,stk_holdertrade,NA,,True,stock
1014,holder_type,object,stk_holdertrade,NA,,True,stock
1015,in_de,object,stk_holdertrade,NA,,True,stock
1016,change_vol,float64,stk_holdertrade,NA,,True,stock
1017,change_ratio,float64,stk_holdertrade,NA,,True,stock
1018,after_share,float64,stk_holdertrade,NA,,True,stock
1019,after_ratio,float64,stk_holdertrade,NA,,True,stock
1020,avg_price,float64,stk_holdertrade,NA,,True,stock
1021,total_share,float64,stk_holdertrade,NA,,True,stock
1022,begin_date,object,stk_holdertrade,NA,,False,stock
1023,close_date,object,stk_holdertrade,NA,,False,stock
1024,ts_code,object,cyq_perf,NA,,True,stock
1025,trade_date,object,cyq_perf,NA,,True,stock
1026,his_low,float64,cyq_perf,NA,,True,stock
1027,his_high,float64,cyq_perf,NA,,True,stock
1028,cost_5pct,float64,cyq_perf,NA,,True,stock
1029,cost_15pct,float64,cyq_perf,NA,,True,stock
1030,cost_50pct,float64,cyq_perf,NA,,True,stock
1031,cost_85pct,float64,cyq_perf,NA,,True,stock
1032,cost_95pct,float64,cyq_perf,NA,,True,stock
1033,weight_avg,float64,cyq_perf,NA,,True,stock
1034,winner_rate,float64,cyq_perf,NA,,True,stock
1035,ts_code,object,cyq_chips,NA,,True,stock
1036,trade_date,object,cyq_chips,NA,,True,stock
1037,price,float64,cyq_chips,NA,,True,stock
1038,percent,float64,cyq_chips,NA,,True,stock
1039,ts_code,object,stk_factor,NA,,True,stock
1040,trade_date,object,stk_factor,NA,,True,stock
1041,close,float64,stk_factor,NA,,True,stock
1042,open,float64,stk_factor,NA,,True,stock
1043,high,float64,stk_factor,NA,,True,stock
1044,low,float64,stk_factor,NA,,True,stock
1045,pre_close,float64,stk_factor,NA,,True,stock
1046,change,float64,stk_factor,NA,,True,stock
1047,pct_change,float64,stk_factor,NA,,True,stock
1048,vol,float64,stk_factor,NA,,True,stock
1049,amount,float64,stk_factor,NA,,True,stock
1050,adj_factor,float64,stk_factor,NA,,True,stock
1051,open_hfq,float64,stk_factor,NA,,True,stock
1052,open_qfq,float64,stk_factor,NA,,True,stock
1053,close_hfq,float64,stk_factor,NA,,True,stock
1054,close_qfq,float64,stk_factor,NA,,True,stock
1055,high_hfq,float64,stk_factor,NA,,True,stock
1056,high_qfq,float64,stk_factor,NA,,True,stock
1057,low_hfq,float64,stk_factor,NA,,True,stock
1058,low_qfq,float64,stk_factor,NA,,True,stock
1059,pre_close_hfq,float64,stk_factor,NA,,True,stock
1060,pre_close_qfq,float64,stk_factor,NA,,True,stock
1061,macd_dif,float64,stk_factor,NA,,True,stock
1062,macd_dea,float64,stk_factor,NA,,True,stock
1063,macd,float64,stk_factor,NA,,True,stock
1064,kdj_k,float64,stk_factor,NA,,True,stock
1065,kdj_d,float64,stk_factor,NA,,True,stock
1066,kdj_j,float64,stk_factor,NA,,True,stock
1067,rsi_6,float64,stk_factor,NA,,True,stock
1068,rsi_12,float64,stk_factor,NA,,True,stock
1069,rsi_24,float64,stk_factor,NA,,True,stock
1070,boll_upper,float64,stk_factor,NA,,True,stock
1071,boll_mid,float64,stk_factor,NA,,True,stock
1072,boll_lower,float64,stk_factor,NA,,True,stock
1073,cci,float64,stk_factor,NA,,True,stock
1074,trade_date,object,ccass_hold,NA,,True,stock
1075,ts_code,object,ccass_hold,NA,,True,stock
1076,name,object,ccass_hold,NA,,True,stock
1077,shareholding,object,ccass_hold,NA,,True,stock
1078,hold_nums,object,ccass_hold,NA,,True,stock
1079,hold_ratio,object,ccass_hold,NA,,True,stock
1080,trade_date,object,ccass_hold_detail,NA,,True,stock
1081,ts_code,object,ccass_hold_detail,NA,,True,stock
1082,name,object,ccass_hold_detail,NA,,True,stock
1083,col_participant_id,object,ccass_hold_detail,NA,,True,stock
1084,col_participant_name,object,ccass_hold_detail,NA,,True,stock
1085,col_shareholding,object,ccass_hold_detail,NA,,True,stock
1086,col_shareholding_percent,object,ccass_hold_detail,NA,,True,stock
1087,code,object,hk_hold,NA,,True,stock
1088,trade_date,object,hk_hold,NA,,True,stock
1089,ts_code,object,hk_hold,NA,,True,stock
1090,name,object,hk_hold,NA,,True,stock
1091,vol,int64,hk_hold,NA,,True,stock
1092,ratio,float64,hk_hold,NA,,True,stock
1093,exchange,object,hk_hold,NA,,True,stock
1094,trade_date,object,limit_list_d,NA,,True,stock
1095,ts_code,object,limit_list_d,NA,,True,stock
1096,industry,object,limit_list_d,NA,,True,stock
1097,name,object,limit_list_d,NA,,True,stock
1098,close,float64,limit_list_d,NA,,True,stock
1099,pct_chg,float64,limit_list_d,NA,,True,stock
1100,amount,float64,limit_list_d,NA,,True,stock
1101,limit_amount,object,limit_list_d,NA,,True,stock
1102,float_mv,float64,limit_list_d,NA,,True,stock
1103,total_mv,float64,limit_list_d,NA,,True,stock
1104,turnover_ratio,float64,limit_list_d,NA,,True,stock
1105,fd_amount,float64,limit_list_d,NA,,True,stock
1106,first_time,object,limit_list_d,NA,,True,stock
1107,last_time,object,limit_list_d,NA,,True,stock
1108,open_times,int64,limit_list_d,NA,,True,stock
1109,up_stat,object,limit_list_d,NA,,True,stock
1110,limit_times,float64,limit_list_d,NA,,True,stock
1111,limit,object,limit_list_d,NA,,True,stock
1112,ts_code,object,stk_surv,NA,,True,stock
1113,name,object,stk_surv,NA,,True,stock
1114,surv_date,object,stk_surv,NA,,True,stock
1115,fund_visitors,object,stk_surv,NA,,True,stock
1116,rece_place,object,stk_surv,NA,,True,stock
1117,rece_mode,object,stk_surv,NA,,True,stock
1118,rece_org,object,stk_surv,NA,,True,stock
1119,org_type,object,stk_surv,NA,,True,stock
1120,comp_rece,object,stk_surv,NA,,True,stock
1121,content,object,stk_surv,NA,,False,stock
1122,month,object,broker_recommend,NA,,True,stock
1123,broker,object,broker_recommend,NA,,True,stock
1124,ts_code,object,broker_recommend,NA,,True,stock
1125,name,object,broker_recommend,NA,,True,stock
1126,name,object,hm_list,NA,,True,stock
1127,desc,object,hm_list,NA,,True,stock
1128,orgs,object,hm_list,NA,,True,stock
